!sil 1.0	sil
stuart 1.0	s t uw er t
stubborn 1.0	s t ah b er n
stubby 1.0	s t ah b iy
stubs 1.0	s t ah b z
stucco 1.0	s t ah k ow
stuck 1.0	s t ah k
stud 1.0	s t ah d
stud- 1.0	s t uw d
studded 1.0	s t ah d ih d
student 1.0	s t uw d ih n t
student's 1.0	s t uw d ih n t s
students 1.0	s t uw d ih n t s
studied 1.0	s t ah d iy d
studies 1.0	s t ah d iy z
studio 1.0	s t uw d iy ow
studios 1.0	s t uw d iy ow z
studious 1.0	s t uw d iy ih s
studs 1.0	s t ah d z
study 1.0	s t ah d iy
studying 1.0	s t ah d iy ih ng
stuff 1.0	s t ah f
stuff's 1.0	s t ah f s
stuffed 1.0	s t ah f t
stuffing 1.0	s t ah f ih ng
stuffy 1.0	s t ah f iy
stumble 1.0	s t ah m b ax l
stumbled 1.0	s t ah m b ax l d
stumbling 1.0	s t ah m b ax l ih ng
stump 1.0	s t ah m p
stumped 1.0	s t ah m p t
stumping 1.0	s t ah m p ih ng
stumps 1.0	s t ah m p s
stung 1.0	s t ah ng
stunk 1.0	s t ah ng k
stunt 1.0	s t ah n t
stunts 1.0	s t ah n t s
stup- 1.0	s t uw p
stupendous 1.0	s t uw p eh n d ih s
stupid 1.0	s t uw p ih d
stupidest 1.0	s t uw p ih d ih s t
stupidity 1.0	s t uw p ih d ih t iy
sturdier 1.0	s t er d iy er
sturdiness 1.0	s t er d iy n ih s
sturdy 1.0	s t er d iy
stutter 1.0	s t ah t er
stutters 1.0	s t ah t er z
stuttgart 1.0	sh t uh t g aa r t
sty 1.0	s t ay
style 1.0	s t ay l
styled 1.0	s t ay l d
styles 1.0	s t ay l z
styling 1.0	s t ay l ih ng
stylish 1.0	s t ay l ih sh
stylus 1.0	s t ay l ax s
styro- 1.0	s t ay r ax
styrofoam 1.0	s t ay r ax f ow m
styrofoams 1.0	s t ay r ax f ow m z
su- 1.0	s ah
su- 1.0	s ax
su- 1.0	s uw
su- 1.0	sh uh
suave 1.0	s w aa v
sub 1.0	s ah b
sub- 1.0	s ah b
sub- 1.0	s ax b
subaru 1.0	s uw b ax r uw
subarus 1.0	s uw b ax r uw z
subbed 1.0	s ah b d
subbing 1.0	s ah b ih ng
subbranch 1.0	s ah b b r ae n ch
subcommittee 1.0	s ah b k ax m ih t iy
subconscious 1.0	s ax b k aa n sh ih s
subconsciously 1.0	s ax b k aa n sh ih s l iy
subcontract 1.0	s ah b k aa n t r ae k t
subcontracted 1.0	s ah b k aa n t r ae k t ih d
subcontractor 1.0	s ah b k aa n t r ae k t er
subcourse 1.0	s ah b k ow r s
subcultures 1.0	s ah b k ah l ch er z
subdivide 1.0	s ah b d ih v ay d
subdivided 1.0	s ah b d ih v ay d ih d
subdivision 1.0	s ah b d ih v ih zh ih n
subdued 1.0	s ax b d uw d
subgroups 1.0	s ah b g r uw p s
subj- 1.0	s ah b jh
subject 1.0	s ah b jh eh k t
subject- 1.0	s ax b jh eh k t
subjected 1.0	s ax b jh eh k t ih d
subjecting 1.0	s ax b jh eh k t ih ng
subjective 1.0	s ax b jh eh k t ih v
subjects 1.0	s ah b jh eh k t s
subliminal 1.0	s ax b l ih m ih n ax l
subliminally 1.0	s ax b l ih m ih n ax l iy
submarine 1.0	s ah b m ax r iy n
submarines 1.0	s ah b m ax r iy n z
submerged 1.0	s ax b m er jh d
subminimum 1.0	s ax b m ih n ih m ax m
submit 1.0	s ax b m ih t
submits 1.0	s ax b m ih t s
submitting 1.0	s ax b m ih t ih ng
subordinate 1.0	s ax b ow r d ih n ey t
subordinates 1.0	s ax b ow r d ih n ey t s
subpoena 1.0	s ax p iy n ax
subportion 1.0	s ah b p ow r sh ih n
subroutine 1.0	s ax b r uw t iy n
subs 1.0	s ah b z
subs- 1.0	s ax b s
subscale 1.0	s ah b s k ey l
subscribe 1.0	s ax b s k r ay b
subscribed 1.0	s ax b s k r ay b d
subscriber 1.0	s ax b s k r ay b er
subscribers 1.0	s ax b s k r ay b er z
subscribes 1.0	s ax b s k r ay b z
subscribing 1.0	s ax b s k r ay b ih ng
subscription 1.0	s ax b s k r ih p sh ih n
subscriptions 1.0	s ax b s k r ih p sh ih n z
subsequent 1.0	s ah b s ax k w eh n t
subsequently 1.0	s ah b s ax k w eh n t l iy
subservient 1.0	s ax b s er v iy ih n t
subserving 1.0	s ax b s er v ih ng
subside 1.0	s ax b s ay d
subsided 1.0	s ax b s ay d ih d
subsidiary 1.0	s ax b s ih d iy eh r iy
subsidies 1.0	s ah b s ih d iy z
subsidize 1.0	s ah b s ih d ay z
subsidized 1.0	s ah b s ih d ay z d
subsidizes 1.0	s ah b s ih d ay z ih z
subsidizing 1.0	s ah b s ih d ay z ih ng
subsidy 1.0	s ah b s ih d iy
subsist 1.0	s ax b s ih s t
substance 1.0	s ah b s t ih n s
substances 1.0	s ah b s t ih n s ih z
substantial 1.0	s ax b s t ae n sh ax l
substantially 1.0	s ax b s t ae n sh ax l iy
substitute 1.0	s ah b s t ih t uw t
substituted 1.0	s ah b s t ih t uw t ih d
substitutes 1.0	s ah b s t ih t uw t s
substituting 1.0	s ah b s t ih t uw t ih ng
substrate 1.0	s ah b s t r ey t
subtitle 1.0	s ah b t ay t ax l
subtitled 1.0	s ah b t ay t ax l d
subtitles 1.0	s ah b t ay t ax l z
subtle 1.0	s ah t ax l
subtleties 1.0	s ah t ax l t iy z
subtly 1.0	s ah t ax l iy
subtract 1.0	s ax b t r ae k t
subtracting 1.0	s ax b t r ae k t ih ng
subtracts 1.0	s ax b t r ae k s
subur- 1.0	s ax b er
suburb 1.0	s ah b er b
suburban 1.0	s ax b er b ax n
suburbanite 1.0	s ax b er b ax n ay t
suburbans 1.0	s ax b er b ax n z
suburbia 1.0	s ax b er b iy ax
suburbs 1.0	s ah b er b z
subway 1.0	s ah b w ey
subways 1.0	s ah b w ey z
succ- 1.0	s ax k s
succeed 1.0	s ax k s iy d
succeeded 1.0	s ax k s iy d ih d
succeeding 1.0	s ax k s iy d ih ng
success 1.0	s ax k s eh s
successful 1.0	s ax k s eh s f ax l
successfully 1.0	s ax k s eh s f ax l iy
succulents 1.0	s ah k y ax l ih n t s
succumbing 1.0	s ax k ah m ih ng
such 1.0	s ah ch
suck 1.0	s ah k
sucked 1.0	s ah k t
sucker 1.0	s ah k er
suckers 1.0	s ah k er z
sucking 1.0	s ah k ih ng
suckling 1.0	s ah k ax l ih ng
sucks 1.0	s ah k s
sudafed 1.0	s uw d ax f eh d
sudan 1.0	s uw d ae n
sudd- 1.0	s ah d
sudden 1.0	s ah d en
suddenly 1.0	s ah d en l iy
suds 1.0	s ah d z
sue 1.0	s uw
sued 1.0	s uw d
suede 1.0	s w ey d
suedes 1.0	s w ey d z
suey 1.0	s uw iy
suffer 1.0	s ah f er
suffered 1.0	s ah f er d
suffering 1.0	s ah f ax r ih ng
suffers 1.0	s ah f er z
suffi- 1.0	s ax f ih
suffice 1.0	s ax f ay s
suffices 1.0	s ax f ay s ih z
sufficient 1.0	s ax f ih sh ih n t
sufficiently 1.0	s ax f ih sh ih n t l iy
suffocate 1.0	s ah f ax k ey t
suffocating 1.0	s ah f ax k ey t ih ng
sugar 1.0	sh uh g er
sugarbakers 1.0	sh uh g er b ey k er z
sugared 1.0	sh uh g er d
sugarless 1.0	sh uh g er l ih s
suggest 1.0	s ax g jh eh s t
suggested 1.0	s ax g jh eh s t ih d
suggesting 1.0	s ax g jh eh s t ih ng
suggestion 1.0	s ax g jh eh s ch ih n
suggestions 1.0	s ax g jh eh s ch ih n z
suggestiveness 1.0	s ax jh eh s t ih v n ih s
suggests 1.0	s ax g jh eh s t s
suicidal 1.0	s uw ih s ay d ax l
suicide 1.0	s uw ih s ay d
suing 1.0	s uw ih ng
suit 1.0	s uw t
suit's 1.0	s uw t s
suit- 1.0	s uw t
suitable 1.0	s uw t ax b ax l
suitcase 1.0	s uw t k ey s
suitcases 1.0	s uw t k ey s ih z
suite 1.0	s w iy t
suited 1.0	s uw t ih d
suites 1.0	s w iy t s
suitor 1.0	s uw t er
suits 1.0	s uw t s
sulfide 1.0	s ah l f ay d
sulfur 1.0	s ah l f er
sulked 1.0	s ah l k t
sullivan 1.0	s ah l ih v ax n
sullivans 1.0	s ah l ih v ax n z
sulphur 1.0	s ah l f er
sum 1.0	s ah m
summ- 1.0	s ah m
summa 1.0	s uw m ax
summaries 1.0	s ah m ax r iy z
summarize 1.0	s ah m ax r ay z
summary 1.0	s ah m ax r iy
summed 1.0	s ah m d
summer 1.0	s ah m er
summer's 1.0	s ah m er z
summers 1.0	s ah m er s
summers 1.0	s ah m er z
summertime 1.0	s ah m er t ay m
summertimes 1.0	s ah m er t ay m z
summit 1.0	s ah m ih t
summoned 1.0	s ah m ax n d
summons 1.0	s ah m ax n z
sump 1.0	s ah m p
sums 1.0	s ah m z
sun 1.0	s ah n
sun's 1.0	s ah n z
sun- 1.0	s ah n
sunbeam 1.0	s ah n b iy m
sunbird 1.0	s ah n b er d
sunburn 1.0	s ah n b er n
sunburned 1.0	s ah n b er n d
sund- 1.0	s ah n d
sundae 1.0	s ah n d ey
sundaes 1.0	s ah n d ey z
sundance 1.0	s ah n d ae n s
sunday 1.0	s ah n d ey
sunday 1.0	s ah n d iy
sunday's 1.0	s ah n d ey z
sunday's 1.0	s ah n d iy z
sundays 1.0	s ah n d ey z
sundays 1.0	s ah n d iy z
sundberg 1.0	s ah n d b er g
sundown 1.0	s ah n d aw n
sundresses 1.0	s ah n d r eh s ih z
sundry 1.0	s ah n d r iy
sunfish 1.0	s ah n f ih sh
sung 1.0	s ah n g
sunglasses 1.0	s ah n g l ae s ih z
sunk 1.0	s ah ng k
sunlight 1.0	s ah n l ay t
sunnies 1.0	s ah n iy z
sunny 1.0	s ah n iy
sunnyvale 1.0	s ah n iy v ey l
sunrise 1.0	s ah n r ay z
sunroof 1.0	s ah n r uh f
sunroom 1.0	s ah n r uw m
suns 1.0	s ah n z
sunscreen 1.0	s ah n s k r iy n
sunscreens 1.0	s ah n s k r iy n z
sunset 1.0	s ah n s eh t
sunsets 1.0	s ah n s eh t s
sunshine 1.0	s ah n sh ay n
sunshiny 1.0	s ah n sh ay n iy
suntan 1.0	s ah n t ae n
sununu 1.0	s ih n uw n uw
sup 1.0	s uw
sup- 1.0	s uw p
super 1.0	s uw p er
superb 1.0	s uw p er b
superbowl 1.0	s uw p er b ow l
supercabs 1.0	s uw p er k ae b z
superdad 1.0	s uw p er d ae d
superdome 1.0	s uw p er d ow m
superficial 1.0	s uw p er f ih sh ax l
superfluous 1.0	s ax p er f l uw ax s
superintendent 1.0	s uw p ax r ih n t eh n d ih n t
superior 1.0	s ax p iy r iy er
superiors 1.0	s ax p iy r iy er z
superman 1.0	s uw p er m ae n
supermarket 1.0	s uw p er m aa r k ih t
supermarkets 1.0	s uw p er m aa r k ih t s
supermom 1.0	s uw p er m aa m
supernatural 1.0	s uw p er n ae ch ax r ax l
superperson 1.0	s uw p er p er s ax n
superpowers 1.0	s uw p er p aw er z
superstar 1.0	s uw p er s t aa r
supervise 1.0	s uw p er v ay z
supervised 1.0	s uw p er v ay z d
supervising 1.0	s uw p er v ay z ih ng
supervision 1.0	s uw p er v ih zh ih n
supervisor 1.0	s uw p er v ay z er
supervisor's 1.0	s uw p er v ay z er z
supervisors 1.0	s uw p er v ay z er z
supervisory 1.0	s uw p er v ay z ax r iy
superwoman 1.0	s uw p er w uh m ax n
supp- 1.0	s ax p
supp- 1.0	s ax p ow
supper 1.0	s ah p er
supplement 1.0	s ah p l ax m ih n t
supplemental 1.0	s ah p l ax m eh n t ax l
supplemented 1.0	s ah p l ax m eh n t ih d
supplements 1.0	s ah p l ax m ih n t s
supplied 1.0	s ax p l ay d
supplier 1.0	s ax p l ay r
suppliers 1.0	s ax p l ay r z
supplies 1.0	s ax p l ay z
supply 1.0	s ax p l ay
supplying 1.0	s ax p l ay ih ng
suppo- 1.0	s ax p ow
support 1.0	s ax p ow r t
supported 1.0	s ax p ow r t ih d
supporter 1.0	s ax p ow r t er
supporters 1.0	s ax p ow r t er z
supporting 1.0	s ax p ow r t ih ng
supportive 1.0	s ax p ow r t ih v
supports 1.0	s ax p ow r t s
suppos- 1.0	s ax p ow z
suppose 1.0	s ax p ow z
suppose- 1.0	s ax p ow z
supposed 1.0	s ax p ow z d
supposed 1.0	s p ow s
supposed 1.0	s p ow z
supposedly 1.0	s ax p ow z ih d l iy
supposes 1.0	s ax p ow z ih z
supposing 1.0	s ax p ow z ih ng
suppposed 1.0	s ax p ow z d
supra 1.0	s uw p r ax
supreme 1.0	s uh p r iy m
sur 1.0	s er
sur- 1.0	s er
surcharge 1.0	s er ch aa r jh
sure 1.0	sh uh r
surely 1.0	sh uh r l iy
surf 1.0	s er f
surface 1.0	s er f ih s
surfaced 1.0	s er f ih s t
surfaces 1.0	s er f ih s ih z
surfacing 1.0	s er f ih s ih ng
surfboard 1.0	s er f b ow r d
surfed 1.0	s er f t
surfeit 1.0	s er f ih t
surfers 1.0	s er f er z
surfing 1.0	s er f ih ng
surge 1.0	s er jh
surgeon 1.0	s er jh ih n
surger 1.0	s er jh ax r
surgeries 1.0	s er jh ax r iy z
surgery 1.0	s er jh ax r iy
surges 1.0	s er jh ih z
surinam 1.0	s uh r ih n aa m
surmise 1.0	s er m ay z
surmised 1.0	s er m ay z d
surpassed 1.0	s er p ae s t
surpassing 1.0	s er p ae s ih ng
surplus 1.0	s er p l ax s
surplused 1.0	s er p l ax s t
surprise 1.0	s ax p r ay z
surprised 1.0	s ax p r ay z d
surprises 1.0	s ax p r ay z ih z
surprising 1.0	s ax p r ay z ih ng
surprisingly 1.0	s ax p r ay z ih ng l iy
surreal 1.0	s ax r iy l
surrendering 1.0	s ax r eh n d ax r ih ng
surro- 1.0	s er r ax
surrogacy 1.0	s er r ax g ax s iy
surrogate 1.0	s er r ax g ih t
surround 1.0	s ax r aw n d
surrounded 1.0	s ax r aw n d ih d
surrounding 1.0	s ax r aw n d ih ng
surroundings 1.0	s ax r aw n d ih ng z
surrounds 1.0	s ax r aw n d z
surv 1.0	s uw r v
surveillance 1.0	s er v ey l ih n s
survey 1.0	s er v ey
surveying 1.0	s er v ey ih ng
surveyors 1.0	s er v ey er z
surveys 1.0	s er v ey z
survival 1.0	s er v ay v ax l
survive 1.0	s er v ay v
survived 1.0	s er v ay v d
survives 1.0	s er v ay v z
surviving 1.0	s er v ay v ih ng
survivor 1.0	s er v ay v er
sus- 1.0	s ah s
sus- 1.0	s ax s
susaad 1.0	s uh s aa d
susan 1.0	s uw z ih n
susan's 1.0	s uw z ih n z
susceptible 1.0	s ax s eh p t ax b ax l
sushi 1.0	s uw sh iy
suspect 1.0	s ah s p eh k t
suspected 1.0	s ax s p eh k t ih d
suspecting 1.0	s ax s p eh k t ih ng
suspend 1.0	s ax s p eh n d
suspended 1.0	s ax s p eh n d ih d
suspenders 1.0	s ax s p eh n d er z
suspense 1.0	s ax s p eh n s
suspenseful 1.0	s ax s p eh n s f ax l
suspension 1.0	s ax s p eh n sh ih n
suspicion 1.0	s ax s p ih sh ih n
suspicions 1.0	s ax s p ih sh ih n z
suspicious 1.0	s ax s p ih sh ih s
sustain 1.0	s ax s t ey n
sustained 1.0	s ax s t ey n d
sustenance 1.0	s ah s t ih n ih n s
suzanne 1.0	s uw z ae n
suzanne's 1.0	s uw z ae n z
suzuki 1.0	s ax z uw k iy
suzy 1.0	s uw z iy
sw- 1.0	s w
swaggert 1.0	s w ae g er t
swallow 1.0	s w ao l ow
swallowed 1.0	s w ao l ow d
swallowing 1.0	s w ao l ow ih ng
swam 1.0	s w ae m
swamp 1.0	s w ao m p
swamped 1.0	s w ao m p t
swampers 1.0	s w ao m p er z
swampers' 1.0	s w ao m p er z
swamping 1.0	s w ao m p ih ng
swamps 1.0	s w ao m p s
swan 1.0	s w ao n
swap 1.0	s w ao p
swapped 1.0	s w ao p t
swarthmore 1.0	s w ow r th m ow r
swashbuckling 1.0	s w aa sh b ah k l ih ng
swath 1.0	s w aa th
swatted 1.0	s w aa t ih d
sway 1.0	s w ey
swayed 1.0	s w ey d
swaying 1.0	s w ey ih ng
swayze 1.0	s w ey z iy
swayze's 1.0	s w ey z iy z
swea- 1.0	s w eh
swear 1.0	s w eh r
sweared 1.0	s w eh r d
swearing 1.0	s w eh r ih ng
swears 1.0	s w eh r z
sweat 1.0	s w eh t
sweated 1.0	s w eh t ih d
sweater 1.0	s w eh t er
sweaters 1.0	s w eh t er z
sweating 1.0	s w eh t ih ng
sweatless 1.0	s w eh t l ih s
sweatpants 1.0	s w eh t p ae n t s
sweats 1.0	s w eh t s
sweatshirt 1.0	s w eh t sh er t
sweatshirts 1.0	s w eh t sh er t s
sweaty 1.0	s w eh t iy
sweden 1.0	s w iy d en
swedish 1.0	s w iy d ih sh
sweep 1.0	s w iy p
sweeper 1.0	s w iy p er
sweeping 1.0	s w iy p ih ng
sweeps 1.0	s w iy p s
sweepstake 1.0	s w iy p s t ey k
sweepstakes 1.0	s w iy p s t ey k s
sweet 1.0	s w iy t
sweeter 1.0	s w iy t er
sweetest 1.0	s w iy t ih s t
sweetheart 1.0	s w iy t hh aa r t
sweethearts 1.0	s w iy t hh aa r t s
sweetie 1.0	s w iy t iy
sweets 1.0	s w iy t s
swell 1.0	s w eh l
swelling 1.0	s w eh l ih ng
swells 1.0	s w eh l z
swelter 1.0	s w eh l t er
sweltering 1.0	s w eh l t ax r ih ng
swept 1.0	s w eh p t
swi- 1.0	s w
swift 1.0	s w ih f t
swiftly 1.0	s w ih f t l iy
swim 1.0	s w ih m
swimmed 1.0	s w ih m d
swimmer 1.0	s w ih m er
swimmers 1.0	s w ih m er z
swimming 1.0	s w ih m ih ng
swims 1.0	s w ih m z
swimsuit 1.0	s w ih m s uw t
swind 1.0	s w ih n d
swing 1.0	s w ih ng
swinging 1.0	s w ih ng ih ng
swings 1.0	s w ih ng z
swirl 1.0	s w er l
swirling 1.0	s w er l ih ng
swished 1.0	s w ih sh t
swishes 1.0	s w ih sh ih z
swiss 1.0	s w ih s
switch 1.0	s w ih ch
switchblades 1.0	s w ih ch b l ey d z
switchboard 1.0	s w ih ch b ow r d
switchboard's 1.0	s w ih ch b ow r d z
switched 1.0	s w ih ch t
switcher 1.0	s w ih ch er
switcheroo 1.0	s w ih ch ax r uw
switches 1.0	s w ih ch ih z
switching 1.0	s w ih ch ih ng
switzerland 1.0	s w ih t s er l ax n d
swivel 1.0	s w ih v ax l
swivels 1.0	s w ih v ax l z
swollen 1.0	s w ow l ih n
swoop 1.0	s w uw p
swoosh 1.0	s w uh sh
swooshed 1.0	s w uh sh t
sword 1.0	s ow r d
swore 1.0	s w ow r
sworn 1.0	s w ow r n
swum 1.0	s w ah m
swung 1.0	s w ah ng
sy- 1.0	s ih
syco 1.0	s ay k ow
syllable 1.0	s ih l ax b ax l
sylvan 1.0	s ih l v ax n
sylvester 1.0	s ih l v eh s t er
symbol 1.0	s ih m b ax l
symbolic 1.0	s ih m b aa l ih k
symbolism 1.0	s ih m b ax l ih z ax m
symbolizes 1.0	s ih m b ax l ay z ih z
symbols 1.0	s ih m b ax l z
symp- 1.0	s ih m p
sympathe- 1.0	s ih m p ax th eh
sympathetic 1.0	s ih m p ax th eh t ih k
sympathize 1.0	s ih m p ax th ay z
sympathized 1.0	s ih m p ax th ay z d
sympathy 1.0	s ih m p ax th iy
symphonic 1.0	s ih m f aa n ih k
symphonies 1.0	s ih m f ax n iy z
symphony 1.0	s ih m f ax n iy
symptom 1.0	s ih m p t ax m
symptoms 1.0	s ih m p t ax m z
syn- 1.0	s ih n
synagogue 1.0	s ih n ax g ao g
sync 1.0	s ih ng k
syndicate 1.0	s ih n d ih k ey t
syndicated 1.0	s ih n d ih k ey t ih d
syndicates 1.0	s ih n d ih k ey t s
syndrome 1.0	s ih n d r ax m
syndromes 1.0	s ih n d r ax m z
synergy 1.0	s ih n er jh iy
synopsis 1.0	s ih n aa p s ih s
synsi 1.0	s ih n s ih
synth- 1.0	s ih n th
synthesis 1.0	s ih n th ax s ih s
synthesize 1.0	s ih n th ax s ay z
synthesize- 1.0	s ih n th ax s ay z
synthesizer 1.0	s ih n th ax s ay z er
synthesizers 1.0	s ih n th ax s ay z er z
synthesizing 1.0	s ih n th ax s ay z ih ng
synthetic 1.0	s ih n th eh t ih k
synthetics 1.0	s ih n th eh t ih k s
syphilis 1.0	s ih f ih l ih s
syracuse 1.0	s ih r ax k y uw z
syria 1.0	s ih r iy ax
syria's 1.0	s ih r iy ax z
syrian 1.0	s ih r iy ih n
syringes 1.0	s ax r ih n jh ih z
syrupy 1.0	s er r ax p iy
sys 1.0	s ih s
sys- 1.0	s ih s
syst- 1.0	s ih s t
system 1.0	s ih s t ax m
system's 1.0	s ih s t ax m z
systems 1.0	s ih s t ax m z
szechuan 1.0	s eh ch w aa n
t- 1.0	t
t- 1.0	t iy
t- 1.0	t w eh n t iy
t-ball 1.0	t iy b ao l
t-shirt 1.0	t iy sh er t
t-shirts 1.0	t iy sh er t s
t. 1.0	t iy
t._a. 1.0	t iy ey
t._a._c. 1.0	t iy ey s iy
t._a._c._b. 1.0	t iy ey s iy b iy
t._a.s 1.0	t iy ey z
t._c._j._c. 1.0	t iy s iy jh ey s iy
t._c._u. 1.0	t iy s iy y uw
t._d._y. 1.0	t iy d iy w ay
t._g._i. 1.0	t iy jh iy ay
t._i. 1.0	t iy ay
t._i.'s 1.0	t iy ay z
t._i._a._a. 1.0	t iy ay ey ey
t._j. 1.0	t iy jh ey
t._k._o. 1.0	t iy k ey ow
t._p. 1.0	t iy p iy
t._q. 1.0	t iy k y uw
t._r. 1.0	t iy aa r
t._r._w. 1.0	t iy aa r d ah b ax l y uw
t._v. 1.0	t iy v iy
t._v.'s 1.0	t iy v iy z
t._v.s 1.0	t iy v iy z
t._w._u. 1.0	t iy d ah b ax l y uw y uw
ta- 1.0	t ae
ta- 1.0	t ao
ta- 1.0	t ey
tab 1.0	t ae b
tab- 1.0	t ey b
tabasco's 1.0	t ax b ae s k ow z
tabbing 1.0	t ae b ih ng
tabby 1.0	t ae b iy
table 1.0	t ey b ax l
tableclo- 1.0	t ey b ax l k l ao
tablecloths 1.0	t ey b ax l k l ao th s
tables 1.0	t ey b ax l z
tablespoon 1.0	t ey b ax l s p uw n
tablespoons 1.0	t ey b ax l s p uw n z
tablets 1.0	t ae b l ih t s
tabloid 1.0	t ae b l oy d
tabloids 1.0	t ae b l oy d z
taboo 1.0	t ae b uw
tabs 1.0	t ae b z
tabulates 1.0	t ae b y ax l ey t s
tach 1.0	t ae k
tack 1.0	t ae k
tack- 1.0	t ae k
tacked 1.0	t ae k t
tackle 1.0	t ae k ax l
tackled 1.0	t ae k ax l d
tackles 1.0	t ae k ax l z
tackling 1.0	t ae k ax l ih ng
tacks 1.0	t ae k s
tacky 1.0	t ae k iy
taco 1.0	t aa k ow
tacoma 1.0	t ax k ow m ax
tacos 1.0	t aa k ow z
tact 1.0	t ae k t
tactic 1.0	t ae k t ih k
tactical 1.0	t ae k t ih k ax l
tacticians 1.0	t ae k t ih sh ih n z
tactics 1.0	t ae k t ih k s
tad 1.0	t ae d
tad's 1.0	t ae d z
taft 1.0	t ae f t
tag 1.0	t ae g
tagged 1.0	t ae g d
tagging 1.0	t ae g ih ng
tags 1.0	t ae g z
tahiti 1.0	t ax hh iy t iy
tahoe 1.0	t aa hh ow
tai 1.0	t ay
tail 1.0	t ey l
tailed 1.0	t ey l d
tailgate 1.0	t ey l g ey t
tailgaters 1.0	t ey l g ey t er z
tailing 1.0	t ey l ih ng
tailor 1.0	t ey l er
tailored 1.0	t ey l er d
tailpipe 1.0	t ey l p ay p
tails 1.0	t ey l z
tailspin 1.0	t ey l s p ih n
tainted 1.0	t ey n t ih d
tais  1.0	t ay z 
taiwan 1.0	t ay w aa n
taiwanese 1.0	t ay w aa n iy z
taj 1.0	t aa jh
tak- 1.0	t ey k
take 1.0	t ey k
take- 1.0	t ey k
take-out 1.0	t ey k aw t
taken 1.0	t ey k ax n
takeoff 1.0	t ey k ao f
taker 1.0	t ey k er
takers 1.0	t ey k er z
takes 1.0	t ey k s
taking 1.0	t ey k ih ng
tal- 1.0	t ao
talbot 1.0	t ae l b ax t
tale 1.0	t ey l
talent 1.0	t ae l ih n t
talented 1.0	t ae l ih n t ih d
talents 1.0	t ae l ih n t s
tales 1.0	t ey l z
talk 1.0	t ao k
talk- 1.0	t ao k
talked 1.0	t ao k t
talking 1.0	t ao k ih ng
talks 1.0	t ao k s
tall 1.0	t ao l
taller 1.0	t ao l er
tallest 1.0	t ao l ih s t
tallies 1.0	t ae l iy z
tallow 1.0	t ae l ow
tally 1.0	t ae l iy
talogent 1.0	t ae l ow jh eh n t
talon 1.0	t ae l ax n
tamales 1.0	t ax m ao l iy z
tamayo 1.0	t ax m ay ow
tame 1.0	t ey m
tamed 1.0	t ey m d
tames 1.0	t ey m z
tampa 1.0	t ae m p ax
tamper 1.0	t ae m p er
tan 1.0	t ae n
tandem 1.0	t ae n d ax m
tandy 1.0	t ae n d iy
tang 1.0	t ae ng
tangent 1.0	t ae n jh ih n t
tangentially 1.0	t ae n jh eh n sh ax l iy
tanger- 1.0	t ae n jh ax r
tangerine 1.0	t ae n jh ax r iy n
tangible 1.0	t ae n jh ih b ax l
tangle 1.0	t ae ng g ax l
tangled 1.0	t ae ng g ax l d
tank 1.0	t ae ng k
tank's 1.0	t ae ng k s
tanks 1.0	t ae ng k s
tanner 1.0	t ae n er
tans 1.0	t ae n z
tantamount 1.0	t ae n t ax m aw n t
tanya 1.0	t aa n y ax
tap 1.0	t ae p
tape 1.0	t ey p
taped 1.0	t ey p t
taper 1.0	t ey p er
tapered 1.0	t ey p er d
tapering 1.0	t ey p ax r ih ng
tapers 1.0	t ey p er z
tapes 1.0	t ey p s
tapestry 1.0	t ae p ax s t r iy
taping 1.0	t ey p ih ng
tapped 1.0	t ae p t
tapping 1.0	t ae p ih ng
taps 1.0	t ae p s
tar 1.0	t aa r
tara 1.0	t aa r ax
tarantula 1.0	t ax r ae n ch ax l ax
target 1.0	t aa r g ih t
targeted 1.0	t aa r g ih t ih d
targeting 1.0	t aa r g ih t ih ng
targets 1.0	t aa r g ih t s
tarheels 1.0	t aa r hh iy l z
tariffs 1.0	t ae r ih f s
tarkenton 1.0	t aa r k ih n t ax n
tarkenyon 1.0	t aa r k ih n y ax n
tarnation 1.0	t aa r n ey sh ih n
tarnished 1.0	t aa r n ih sh t
tarp 1.0	t aa r p
tarpley 1.0	t aa r p l iy
tarpley's 1.0	t aa r p l iy z
tarpleys 1.0	t aa r p l iy z
tarps 1.0	t aa r p s
tarr 1.0	t aa r
tarrant 1.0	t ae r ih n t
tart 1.0	t aa r t
tartan 1.0	t aa r t en
tarten 1.0	t aa r t en
tartness 1.0	t aa r t n ih s
tarzan 1.0	t aa r z ae n
task 1.0	t ae s k
tasks 1.0	t ae s k s
taste 1.0	t ey s t
tasted 1.0	t ey s t ih d
tasteful 1.0	t ey s t f ax l
tastefully 1.0	t ey s t f ax l iy
tasteless 1.0	t ey s t l ih s
tastes 1.0	t ey s
tastes 1.0	t ey s t s
tastiness 1.0	t ey s t iy n ih s
tasting 1.0	t ey s t ih ng
tastings 1.0	t ey s t ih ng z
tasty 1.0	t ey s t iy
tat 1.0	t ae t
tate 1.0	t ey t
tattered 1.0	t ae t er d
tattled 1.0	t ae t ax l d
tattoos 1.0	t ae t uw z
taugh- 1.0	t ao
taught 1.0	t ao t
taurus 1.0	t ow r ih s
tauruses 1.0	t ow r ih s ih z
taut 1.0	t ao t
tavern 1.0	t ae v er n
taverns 1.0	t ae v er n z
tawakoni 1.0	t aa w ax k ow n iy
tax 1.0	t ae k s
